,batsman,opponent_team,total_runs,total_balls_faced,strike_rate,dismissals
1532,JA Morkel,Rajasthan Royals,254,160,1.0,6
1533,JA Morkel,Royal Challengers Bangalore,127,96,1.0,9
1534,JA Richardson,Chennai Super Kings,15,23,0.0,1
1535,JA Richardson,Mumbai Indians,2,2,1.0,1
1536,JA Richardson,Rajasthan Royals,0,2,0.0,1
1537,Jaskaran Singh,Kings XI Punjab,3,3,1.0,0
1538,Jaskaran Singh,Kolkata Knight Riders,4,4,1.0,0
1539,Jaskaran Singh,Mumbai Indians,1,4,0.0,1
1540,JC Archer,Chennai Super Kings,67,36,1.0,1
1541,JC Archer,Delhi Capitals,3,8,0.0,2
1542,JC Archer,Gujarat Titans,4,4,1.0,1
1543,JC Archer,Kings XI Punjab,16,10,1.0,4
1544,JC Archer,Kolkata Knight Riders,61,39,1.0,4
1545,JC Archer,Mumbai Indians,32,20,1.0,2
1546,JC Archer,Punjab Kings,1,2,0.0,0
1547,JC Archer,Royal Challengers Bangalore,18,18,1.0,2
1548,JC Archer,Royal Challengers Bengaluru,0,1,0.0,1
1549,JC Archer,Sunrisers Hyderabad,18,10,1.0,0
1550,JC Buttler,Chennai Super Kings,367,272,1.0,8
1551,JC Buttler,Delhi Capitals,366,244,1.0,8
1552,JC Buttler,Delhi Daredevils,144,81,1.0,3
1553,JC Buttler,Gujarat Lions,85,88,0.0,4
1554,JC Buttler,Gujarat Titans,198,141,1.0,6
1555,JC Buttler,Kings XI Punjab,361,243,1.0,7
1556,JC Buttler,Kolkata Knight Riders,518,369,1.0,11
1557,JC Buttler,Lucknow Super Giants,116,102,1.0,6
1558,JC Buttler,Mumbai Indians,572,399,1.0,10
1559,JC Buttler,Punjab Kings,128,77,1.0,5
1560,JC Buttler,Rajasthan Royals,36,26,1.0,1
1561,JC Buttler,Rising Pune Supergiant,55,32,1.0,2
1562,JC Buttler,Rising Pune Supergiants,27,19,1.0,1
1563,JC Buttler,Royal Challengers Bangalore,412,282,1.0,11
1564,JC Buttler,Royal Challengers Bengaluru,173,98,1.0,0
1565,JC Buttler,Sunrisers Hyderabad,381,264,1.0,14
1566,JD Ryder,Chennai Super Kings,116,90,1.0,3
1567,JD Ryder,Deccan Chargers,60,42,1.0,4
1568,JD Ryder,Delhi Daredevils,146,87,1.0,3
1569,JD Ryder,Kings XI Punjab,95,82,1.0,5
1570,JD Ryder,Kochi Tuskers Kerala,17,11,1.0,1
1571,JD Ryder,Kolkata Knight Riders,45,52,0.0,3
1572,JD Ryder,Mumbai Indians,21,30,0.0,3
1573,JD Ryder,Rajasthan Royals,19,16,1.0,3
1574,JD Ryder,Royal Challengers Bangalore,85,56,1.0,2
1575,JD Unadkat,Chennai Super Kings,61,46,1.0,3
1576,JD Unadkat,Delhi Capitals,11,7,1.0,0
1577,JD Unadkat,Kings XI Punjab,7,11,0.0,3
1578,JD Unadkat,Kolkata Knight Riders,46,49,0.0,4
1579,JD Unadkat,Lucknow Super Giants,15,7,2.0,0
1580,JD Unadkat,Punjab Kings,18,8,2.0,1
1581,JD Unadkat,Rajasthan Royals,5,2,2.0,0
1582,JD Unadkat,Royal Challengers Bangalore,24,26,0.0,1
1583,JD Unadkat,Royal Challengers Bengaluru,8,11,0.0,0
1584,JD Unadkat,Sunrisers Hyderabad,2,3,0.0,1
1585,JDP Oram,Deccan Chargers,41,29,1.0,0
1586,JDP Oram,Delhi Daredevils,3,7,0.0,1
1587,JDP Oram,Kings XI Punjab,30,33,0.0,2
1588,JDP Oram,Kochi Tuskers Kerala,0,3,0.0,1
1589,JDP Oram,Mumbai Indians,13,8,1.0,1
1590,JDP Oram,Rajasthan Royals,3,8,0.0,1
1591,JDP Oram,Royal Challengers Bangalore,16,22,0.0,2
1592,JDS Neesham,Chennai Super Kings,24,19,1.0,3
1593,JDS Neesham,Delhi Capitals,10,8,1.0,0
1594,JDS Neesham,Gujarat Titans,17,15,1.0,1
1595,JDS Neesham,Kings XI Punjab,12,20,0.0,1
1596,JDS Neesham,Kolkata Knight Riders,8,11,0.0,1
1597,JDS Neesham,Lucknow Super Giants,14,12,1.0,0
1598,JDS Neesham,Mumbai Indians,7,7,1.0,1
1599,JDS Neesham,Sunrisers Hyderabad,0,1,0.0,1
1600,JE Root,Royal Challengers Bangalore,10,15,0.0,1
1601,JE Taylor,Chennai Super Kings,3,4,0.0,0
1602,JEC Franklin,Chennai Super Kings,39,53,0.0,2
1603,JEC Franklin,Deccan Chargers,20,26,0.0,1
1604,JEC Franklin,Kings XI Punjab,101,74,1.0,2
1605,JEC Franklin,Kolkata Knight Riders,74,50,1.0,0
1606,JEC Franklin,Pune Warriors,63,75,0.0,3
1607,JEC Franklin,Rajasthan Royals,13,8,1.0,1
1608,JEC Franklin,Royal Challengers Bangalore,17,23,0.0,2
1609,JH Kallis,Chennai Super Kings,320,300,1.0,13
1610,JH Kallis,Deccan Chargers,292,290,1.0,11
1611,JH Kallis,Delhi Daredevils,338,321,1.0,12
1612,JH Kallis,Kings XI Punjab,266,224,1.0,8
1613,JH Kallis,Kochi Tuskers Kerala,51,51,1.0,2
1614,JH Kallis,Kolkata Knight Riders,136,135,1.0,4
1615,JH Kallis,Mumbai Indians,475,397,1.0,11
1616,JH Kallis,Pune Warriors,17,35,0.0,4
1617,JH Kallis,Rajasthan Royals,247,264,0.0,9
1618,JH Kallis,Royal Challengers Bangalore,220,218,1.0,7
1619,JH Kallis,Sunrisers Hyderabad,65,56,1.0,2
1620,JJ Bumrah,Chennai Super Kings,6,5,1.0,0
1621,JJ Bumrah,Delhi Capitals,4,4,1.0,0
1622,JJ Bumrah,Delhi Daredevils,0,4,0.0,1
1623,JJ Bumrah,Gujarat Lions,0,1,0.0,1
1624,JJ Bumrah,Gujarat Titans,1,1,1.0,0
1625,JJ Bumrah,Kings XI Punjab,2,2,1.0,0
1626,JJ Bumrah,Kolkata Knight Riders,1,2,0.0,1
1627,JJ Bumrah,Lucknow Super Giants,0,2,0.0,0
1628,JJ Bumrah,Punjab Kings,0,2,0.0,1
1629,JJ Bumrah,Rajasthan Royals,10,11,0.0,0
1630,JJ Bumrah,Rising Pune Supergiant,16,11,1.0,0
1631,JJ Bumrah,Royal Challengers Bangalore,7,10,0.0,1
1632,JJ Bumrah,Royal Challengers Bengaluru,0,1,0.0,0
1633,JJ Bumrah,Sunrisers Hyderabad,21,25,0.0,1
1634,JJ Roy,Chennai Super Kings,75,50,1.0,3
1635,JJ Roy,Delhi Capitals,43,43,1.0,1
1636,JJ Roy,Kolkata Knight Riders,25,30,0.0,3
1637,JJ Roy,Lucknow Super Giants,45,29,1.0,1
1638,JJ Roy,Mumbai Indians,139,83,1.0,1
1639,JJ Roy,Punjab Kings,38,24,1.0,1
1640,JJ Roy,Rajasthan Royals,70,52,1.0,2
1641,JJ Roy,Royal Challengers Bangalore,117,95,1.0,4
1642,JJ Roy,Sunrisers Hyderabad,62,54,1.0,3
1643,JJ van der Wath,Chennai Super Kings,14,11,1.0,0
1644,JJ van der Wath,Deccan Chargers,0,1,0.0,1
1645,JJ van der Wath,Kings XI Punjab,4,5,0.0,1
1646,JL Denly,Delhi Capitals,0,1,0.0,1
1647,JL Pattinson,Chennai Super Kings,11,8,1.0,1
1648,JL Pattinson,Sunrisers Hyderabad,4,5,0.0,0
1649,JM Bairstow,Chennai Super Kings,150,123,1.0,7
1650,JM Bairstow,Delhi Capitals,226,156,1.0,6
1651,JM Bairstow,Gujarat Titans,31,27,1.0,3
1652,JM Bairstow,Kings XI Punjab,117,86,1.0,3
1653,JM Bairstow,Kolkata Knight Riders,323,207,1.0,4
1654,JM Bairstow,Lucknow Super Giants,74,59,1.0,2
1655,JM Bairstow,Mumbai Indians,96,61,1.0,4
1656,JM Bairstow,Punjab Kings,63,57,1.0,0
1657,JM Bairstow,Rajasthan Royals,186,159,1.0,7
1658,JM Bairstow,Royal Challengers Bangalore,253,146,1.0,4
1659,JM Bairstow,Royal Challengers Bengaluru,35,23,1.0,2
1660,JM Bairstow,Sunrisers Hyderabad,35,28,1.0,3
1661,JM Kemp,Deccan Chargers,22,16,1.0,1
1662,JM Kemp,Delhi Daredevils,4,9,0.0,1
1663,JM Sharma,Chennai Super Kings,59,37,1.0,4
1664,JM Sharma,Delhi Capitals,93,86,1.0,6
1665,JM Sharma,Gujarat Titans,110,75,1.0,5
1666,JM Sharma,Kolkata Knight Riders,42,30,1.0,2
1667,JM Sharma,Lucknow Super Giants,34,30,1.0,4
1668,JM Sharma,Mumbai Indians,153,82,1.0,2
1669,JM Sharma,Punjab Kings,13,15,0.0,1
1670,JM Sharma,Rajasthan Royals,180,122,1.0,4
1671,JM Sharma,Royal Challengers Bangalore,50,33,1.0,2
1672,JM Sharma,Royal Challengers Bengaluru,32,24,1.0,2
1673,JM Sharma,Sunrisers Hyderabad,85,52,1.0,4
1674,JO Holder,Chennai Super Kings,5,6,0.0,2
1675,JO Holder,Delhi Capitals,21,24,0.0,2
1676,JO Holder,Delhi Daredevils,0,1,0.0,1
1677,JO Holder,Gujarat Lions,13,9,1.0,1
1678,JO Holder,Gujarat Titans,1,2,0.0,1
1679,JO Holder,Kings XI Punjab,5,8,0.0,1
1680,JO Holder,Kolkata Knight Riders,31,25,1.0,3
1681,JO Holder,Mumbai Indians,12,14,0.0,2
1682,JO Holder,Punjab Kings,59,39,1.0,1
1683,JO Holder,Rajasthan Royals,9,17,0.0,2
1684,JO Holder,Royal Challengers Bangalore,86,59,1.0,3
1685,JO Holder,Sunrisers Hyderabad,17,13,1.0,2
1686,Joginder Sharma,Deccan Chargers,16,10,1.0,1
1687,Joginder Sharma,Delhi Daredevils,4,3,1.0,1
1688,Joginder Sharma,Mumbai Indians,16,16,1.0,1
1689,Joginder Sharma,Rajasthan Royals,0,1,0.0,1
1690,JP Behrendorff,Gujarat Titans,6,9,0.0,0
1691,JP Duminy,Chennai Super Kings,148,122,1.0,6
1692,JP Duminy,Deccan Chargers,99,92,1.0,2
1693,JP Duminy,Delhi Daredevils,102,71,1.0,4
1694,JP Duminy,Gujarat Lions,61,50,1.0,1
1695,JP Duminy,Kings XI Punjab,170,168,1.0,5
1696,JP Duminy,Kolkata Knight Riders,246,205,1.0,4
1697,JP Duminy,Mumbai Indians,261,202,1.0,4
1698,JP Duminy,Pune Warriors,83,84,0.0,2
1699,JP Duminy,Rajasthan Royals,278,235,1.0,7
1700,JP Duminy,Rising Pune Supergiants,48,47,1.0,2
1701,JP Duminy,Royal Challengers Bangalore,426,317,1.0,7
1702,JP Duminy,Sunrisers Hyderabad,107,87,1.0,4
1703,JP Faulkner,Chennai Super Kings,22,21,1.0,4
1704,JP Faulkner,Delhi Daredevils,92,54,1.0,3
1705,JP Faulkner,Kings XI Punjab,122,89,1.0,4
1706,JP Faulkner,Kolkata Knight Riders,14,14,1.0,2
1707,JP Faulkner,Mumbai Indians,100,92,1.0,4
1708,JP Faulkner,Pune Warriors,25,21,1.0,1
1709,JP Faulkner,Rajasthan Royals,11,9,1.0,0
1710,JP Faulkner,Rising Pune Supergiant,6,7,0.0,1
1711,JP Faulkner,Rising Pune Supergiants,9,6,1.0,0
1712,JP Faulkner,Royal Challengers Bangalore,53,37,1.0,3
1713,JP Faulkner,Sunrisers Hyderabad,73,56,1.0,4
1714,JP Inglis,Kolkata Knight Riders,13,12,1.0,1
1715,JP Inglis,Royal Challengers Bengaluru,43,35,1.0,2
1716,JPR Scantlebury-Searles,Kings XI Punjab,6,1,6.0,0
1717,JPR Scantlebury-Searles,Rajasthan Royals,2,5,0.0,1
1718,JR Hazlewood,Chennai Super Kings,7,8,0.0,0
1719,JR Hazlewood,Lucknow Super Giants,1,2,0.0,0
1720,JR Hazlewood,Punjab Kings,7,5,1.0,0
1721,JR Hazlewood,Rajasthan Royals,1,4,0.0,0
1722,JR Hazlewood,Sunrisers Hyderabad,3,11,0.0,0
1723,JR Hopes,Chennai Super Kings,95,52,1.0,4
1724,JR Hopes,Deccan Chargers,34,24,1.0,0
1725,JR Hopes,Delhi Daredevils,4,7,0.0,1
1726,JR Hopes,Kings XI Punjab,7,7,1.0,1
1727,JR Hopes,Kolkata Knight Riders,56,54,1.0,3
1728,JR Hopes,Mumbai Indians,55,46,1.0,2
1729,JR Hopes,Pune Warriors,13,4,3.0,0
1730,JR Hopes,Rajasthan Royals,67,51,1.0,2
1731,JR Hopes,Royal Challengers Bangalore,86,69,1.0,3
1732,JR Philippe,Delhi Capitals,12,18,0.0,1
1733,JR Philippe,Kings XI Punjab,0,3,0.0,1
1734,JR Philippe,Mumbai Indians,33,24,1.0,1
1735,JR Philippe,Sunrisers Hyderabad,33,35,0.0,1
1736,K Goel,Chennai Super Kings,39,48,0.0,3
1737,K Goel,Delhi Daredevils,39,25,1.0,2
1738,K Goel,Kolkata Knight Riders,23,31,0.0,2
1739,K Goel,Mumbai Indians,51,60,0.0,2
1740,K Goel,Rajasthan Royals,27,25,1.0,2
1741,K Goel,Royal Challengers Bangalore,39,50,0.0,2
1742,K Gowtham,Chennai Super Kings,41,36,1.0,4
1743,K Gowtham,Delhi Capitals,32,21,1.0,2
1744,K Gowtham,Delhi Daredevils,20,8,2.0,0
1745,K Gowtham,Kings XI Punjab,16,14,1.0,3
1746,K Gowtham,Kolkata Knight Riders,35,23,1.0,2
1747,K Gowtham,Mumbai Indians,57,28,2.0,1
1748,K Gowtham,Punjab Kings,1,2,0.0,1
1749,K Gowtham,Rajasthan Royals,0,2,0.0,1
1750,K Gowtham,Royal Challengers Bangalore,37,18,2.0,2
1751,K Gowtham,Sunrisers Hyderabad,8,7,1.0,2
1752,K Kartikeya,Chennai Super Kings,1,1,1.0,0
1753,K Kartikeya,Gujarat Titans,6,7,0.0,1
1754,K Kartikeya,Kolkata Knight Riders,3,6,0.0,1
1755,K Rabada,Chennai Super Kings,27,27,1.0,0
1756,K Rabada,Delhi Capitals,8,10,0.0,2
1757,K Rabada,Gujarat Titans,2,2,1.0,0
1758,K Rabada,Kings XI Punjab,11,22,0.0,2
1759,K Rabada,Kolkata Knight Riders,34,27,1.0,2
1760,K Rabada,Lucknow Super Giants,2,7,0.0,2
1761,K Rabada,Mumbai Indians,95,90,1.0,5
1762,K Rabada,Rajasthan Royals,11,7,1.0,0
1763,K Rabada,Royal Challengers Bangalore,0,1,0.0,0
1764,K Rabada,Sunrisers Hyderabad,23,20,1.0,2
1765,K Upadhyay,Kolkata Knight Riders,1,1,1.0,0
1766,K Upadhyay,Royal Challengers Bangalore,11,8,1.0,0
1767,K Yadav,Mumbai Indians,0,4,0.0,0
1768,KA Jamieson,Chennai Super Kings,16,13,1.0,1
1769,KA Jamieson,Kolkata Knight Riders,15,16,0.0,0
1770,KA Jamieson,Mumbai Indians,6,6,1.0,1
1771,KA Jamieson,Punjab Kings,16,11,1.0,0
1772,KA Jamieson,Sunrisers Hyderabad,12,9,1.0,1
1773,KA Maharaj,Punjab Kings,1,2,0.0,1
1774,KA Pollard,Chennai Super Kings,583,355,1.0,15
1775,KA Pollard,Deccan Chargers,70,48,1.0,5
1776,KA Pollard,Delhi Capitals,52,57,0.0,6
1777,KA Pollard,Delhi Daredevils,311,226,1.0,11
1778,KA Pollard,Gujarat Lions,74,52,1.0,5
1779,KA Pollard,Gujarat Titans,4,15,0.0,1
1780,KA Pollard,Kings XI Punjab,506,323,1.0,13
1781,KA Pollard,Kolkata Knight Riders,309,263,1.0,12
1782,KA Pollard,Lucknow Super Giants,44,36,1.0,2
1783,KA Pollard,Pune Warriors,55,49,1.0,2
1784,KA Pollard,Punjab Kings,41,32,1.0,1
1785,KA Pollard,Rajasthan Royals,348,269,1.0,15
1786,KA Pollard,Rising Pune Supergiant,50,39,1.0,4
1787,KA Pollard,Rising Pune Supergiants,1,10,0.0,1
1788,KA Pollard,Royal Challengers Bangalore,556,364,1.0,17
1789,KA Pollard,Sunrisers Hyderabad,433,309,1.0,10
1790,KAJ Roach,Mumbai Indians,10,9,1.0,1
1791,Kamran Akmal,Chennai Super Kings,59,35,1.0,1
1792,Kamran Akmal,Deccan Chargers,12,9,1.0,1
1793,Kamran Akmal,Kings XI Punjab,39,18,2.0,2
1794,Kamran Akmal,Mumbai Indians,18,16,1.0,0
1795,Kamran Khan,Royal Challengers Bangalore,3,5,0.0,1
1796,Karanveer Singh,Chennai Super Kings,2,5,0.0,0
1797,Karanveer Singh,Kolkata Knight Riders,1,1,1.0,0
1798,Karanveer Singh,Rajasthan Royals,5,4,1.0,0
1799,Karanveer Singh,Royal Challengers Bangalore,4,7,0.0,1
1800,Kartik Tyagi,Delhi Capitals,9,8,1.0,1
1801,Kartik Tyagi,Kolkata Knight Riders,2,3,0.0,1
1802,Kartik Tyagi,Punjab Kings,1,3,0.0,1
1803,Kartik Tyagi,Royal Challengers Bangalore,1,2,0.0,1
1804,KB Arun Karthik,Chennai Super Kings,5,5,1.0,0
1805,KB Arun Karthik,Delhi Daredevils,5,5,1.0,1
1806,KB Arun Karthik,Kings XI Punjab,6,6,1.0,1
1807,KB Arun Karthik,Kolkata Knight Riders,1,2,0.0,1
1808,KB Arun Karthik,Mumbai Indians,31,28,1.0,1
1809,KB Arun Karthik,Rajasthan Royals,3,5,0.0,0
1810,KB Arun Karthik,Sunrisers Hyderabad,0,2,0.0,1
1811,KC Cariappa,Delhi Daredevils,1,2,0.0,1
1812,KC Cariappa,Gujarat Lions,1,3,0.0,1
1813,KC Cariappa,Royal Challengers Bangalore,12,8,1.0,0
1814,KC Cariappa,Sunrisers Hyderabad,10,8,1.0,1
1815,KC Sangakkara,Chennai Super Kings,131,115,1.0,8
1816,KC Sangakkara,Deccan Chargers,186,131,1.0,6
1817,KC Sangakkara,Delhi Daredevils,239,229,1.0,10
1818,KC Sangakkara,Kings XI Punjab,40,38,1.0,3
1819,KC Sangakkara,Kochi Tuskers Kerala,65,48,1.0,1
1820,KC Sangakkara,Kolkata Knight Riders,216,181,1.0,10
1821,KC Sangakkara,Mumbai Indians,299,264,1.0,7
1822,KC Sangakkara,Pune Warriors,146,117,1.0,5
1823,KC Sangakkara,Rajasthan Royals,177,141,1.0,8
1824,KC Sangakkara,Royal Challengers Bangalore,188,160,1.0,7
1825,KD Karthik,Chennai Super Kings,727,547,1.0,25
1826,KD Karthik,Deccan Chargers,164,126,1.0,7
1827,KD Karthik,Delhi Capitals,165,128,1.0,10
1828,KD Karthik,Delhi Daredevils,378,268,1.0,11
1829,KD Karthik,Gujarat Titans,25,18,1.0,2
1830,KD Karthik,Kings XI Punjab,557,403,1.0,17
1831,KD Karthik,Kochi Tuskers Kerala,69,33,2.0,1
1832,KD Karthik,Kolkata Knight Riders,442,331,1.0,15
1833,KD Karthik,Lucknow Super Giants,71,54,1.0,1
1834,KD Karthik,Mumbai Indians,428,324,1.0,16
1835,KD Karthik,Pune Warriors,138,144,0.0,5
1836,KD Karthik,Punjab Kings,119,66,1.0,4
1837,KD Karthik,Rajasthan Royals,641,493,1.0,20
1838,KD Karthik,Rising Pune Supergiant,32,31,1.0,1
1839,KD Karthik,Rising Pune Supergiants,33,21,1.0,1
1840,KD Karthik,Royal Challengers Bangalore,431,385,1.0,21
1841,KD Karthik,Sunrisers Hyderabad,423,315,1.0,18
1842,KH Pandya,Chennai Super Kings,139,111,1.0,10
1843,KH Pandya,Delhi Capitals,191,162,1.0,6
1844,KH Pandya,Delhi Daredevils,154,85,1.0,4
1845,KH Pandya,Gujarat Lions,53,35,1.0,1
1846,KH Pandya,Gujarat Titans,56,51,1.0,4
1847,KH Pandya,Kings XI Punjab,127,88,1.0,5
1848,KH Pandya,Kolkata Knight Riders,182,143,1.0,9
1849,KH Pandya,Mumbai Indians,72,65,1.0,2
1850,KH Pandya,Punjab Kings,77,57,1.0,4
1851,KH Pandya,Rajasthan Royals,135,122,1.0,6
1852,KH Pandya,Rising Pune Supergiant,65,59,1.0,3
1853,KH Pandya,Royal Challengers Bangalore,167,164,1.0,11
1854,KH Pandya,Sunrisers Hyderabad,253,174,1.0,10
1855,KJ Abbott,Kolkata Knight Riders,12,6,2.0,0
1856,KJ Abbott,Rising Pune Supergiants,1,1,1.0,0
1857,KJ Abbott,Royal Challengers Bangalore,0,1,0.0,1
1858,KK Ahmed,Chennai Super Kings,0,1,0.0,1
1859,KK Ahmed,Delhi Capitals,0,1,0.0,1
1860,KK Ahmed,Gujarat Titans,0,1,0.0,1
1861,KK Ahmed,Kings XI Punjab,0,2,0.0,1
1862,KK Ahmed,Mumbai Indians,1,2,0.0,1
1863,KK Ahmed,Sunrisers Hyderabad,1,2,0.0,0
1864,KK Cooper,Delhi Daredevils,34,19,1.0,2
1865,KK Cooper,Kings XI Punjab,13,5,2.0,1
1866,KK Cooper,Kolkata Knight Riders,5,7,0.0,1
1867,KK Cooper,Mumbai Indians,30,21,1.0,3
1868,KK Cooper,Royal Challengers Bangalore,8,6,1.0,1
1869,KK Cooper,Sunrisers Hyderabad,26,12,2.0,1
1870,KK Nair,Chennai Super Kings,102,68,1.0,4
1871,KK Nair,Delhi Capitals,1,3,0.0,1
1872,KK Nair,Delhi Daredevils,257,181,1.0,5
1873,KK Nair,Gujarat Lions,51,34,1.0,3
1874,KK Nair,Gujarat Titans,31,20,1.0,1
1875,KK Nair,Kings XI Punjab,78,70,1.0,6
1876,KK Nair,Kolkata Knight Riders,187,181,1.0,10
1877,KK Nair,Lucknow Super Giants,15,11,1.0,1
1878,KK Nair,Mumbai Indians,261,167,1.0,12
1879,KK Nair,Rajasthan Royals,34,31,1.0,2
1880,KK Nair,Rising Pune Supergiant,64,45,1.0,1
1881,KK Nair,Rising Pune Supergiants,73,66,1.0,2
1882,KK Nair,Royal Challengers Bangalore,232,195,1.0,8
1883,KK Nair,Sunrisers Hyderabad,245,195,1.0,8
1884,KL Nagarkoti,Chennai Super Kings,0,5,0.0,2
1885,KL Nagarkoti,Delhi Capitals,3,3,1.0,0
1886,KL Nagarkoti,Kings XI Punjab,6,13,0.0,1
1887,KL Nagarkoti,Rajasthan Royals,9,6,1.0,0
1888,KL Nagarkoti,Royal Challengers Bangalore,4,7,0.0,1
1889,KL Rahul,Chennai Super Kings,630,450,1.0,13
1890,KL Rahul,Delhi Capitals,279,221,1.0,11
1891,KL Rahul,Delhi Daredevils,148,87,1.0,5
1892,KL Rahul,Gujarat Lions,51,37,1.0,1
1893,KL Rahul,Gujarat Titans,137,124,1.0,5
1894,KL Rahul,Kings XI Punjab,110,75,1.0,3
1895,KL Rahul,Kolkata Knight Riders,515,384,1.0,12
1896,KL Rahul,Lucknow Super Giants,57,42,1.0,0
1897,KL Rahul,Mumbai Indians,969,743,1.0,14
1898,KL Rahul,Punjab Kings,107,90,1.0,4
1899,KL Rahul,Rajasthan Royals,758,590,1.0,15
1900,KL Rahul,Rising Pune Supergiants,45,45,1.0,2
1901,KL Rahul,Royal Challengers Bangalore,628,449,1.0,9
1902,KL Rahul,Royal Challengers Bengaluru,113,70,1.0,1
1903,KL Rahul,Sunrisers Hyderabad,472,389,1.0,13
1904,KM Asif,Royal Challengers Bangalore,0,2,0.0,1
1905,KM Jadhav,Chennai Super Kings,96,78,1.0,3
1906,KM Jadhav,Deccan Chargers,0,2,0.0,1
1907,KM Jadhav,Delhi Capitals,65,74,0.0,4
1908,KM Jadhav,Delhi Daredevils,90,60,1.0,2
1909,KM Jadhav,Gujarat Lions,69,34,2.0,1
1910,KM Jadhav,Kings XI Punjab,10,24,0.0,7
1911,KM Jadhav,Kolkata Knight Riders,121,99,1.0,7
1912,KM Jadhav,Mumbai Indians,176,163,1.0,5
1913,KM Jadhav,Pune Warriors,25,20,1.0,1
1914,KM Jadhav,Punjab Kings,12,12,1.0,1
1915,KM Jadhav,Rajasthan Royals,134,120,1.0,7
1916,KM Jadhav,Rising Pune Supergiant,25,37,0.0,2
1917,KM Jadhav,Royal Challengers Bangalore,186,147,1.0,5
1918,KM Jadhav,Sunrisers Hyderabad,199,142,1.0,5
1919,KMA Paul,Chennai Super Kings,3,12,0.0,2
1920,KMA Paul,Mumbai Indians,3,6,0.0,1
1921,KMA Paul,Sunrisers Hyderabad,12,8,1.0,1
1922,KMDN Kulasekara,Kings XI Punjab,5,3,1.0,0
1923,KP Appanna,Deccan Chargers,1,1,1.0,1
1924,KP Appanna,Delhi Daredevils,1,2,0.0,0
1925,KP Appanna,Kings XI Punjab,0,1,0.0,0
1926,KP Pietersen,Chennai Super Kings,66,42,1.0,2
1927,KP Pietersen,Deccan Chargers,143,104,1.0,1
1928,KP Pietersen,Delhi Daredevils,53,45,1.0,2
1929,KP Pietersen,Gujarat Lions,37,31,1.0,1
1930,KP Pietersen,Kings XI Punjab,188,136,1.0,4
1931,KP Pietersen,Kolkata Knight Riders,19,25,0.0,2
1932,KP Pietersen,Mumbai Indians,190,129,1.0,4
1933,KP Pietersen,Pune Warriors,59,44,1.0,2
1934,KP Pietersen,Rajasthan Royals,162,133,1.0,5
1935,KP Pietersen,Royal Challengers Bangalore,33,32,1.0,2
1936,KP Pietersen,Sunrisers Hyderabad,51,37,1.0,2
1937,KR Mayers,Chennai Super Kings,67,44,1.0,2
1938,KR Mayers,Delhi Capitals,73,38,1.0,1
1939,KR Mayers,Gujarat Titans,72,54,1.0,2
1940,KR Mayers,Mumbai Indians,18,13,1.0,1
1941,KR Mayers,Punjab Kings,83,49,1.0,2
1942,KR Mayers,Rajasthan Royals,51,43,1.0,1
1943,KR Mayers,Royal Challengers Bangalore,0,6,0.0,2
1944,KR Mayers,Sunrisers Hyderabad,15,29,0.0,2
1945,KR Sen,Gujarat Titans,0,3,0.0,0
1946,KS Bharat,Chennai Super Kings,8,5,1.0,1
1947,KS Bharat,Delhi Capitals,78,56,1.0,0
1948,KS Bharat,Kolkata Knight Riders,25,35,0.0,2
1949,KS Bharat,Mumbai Indians,32,25,1.0,1
1950,KS Bharat,Rajasthan Royals,44,37,1.0,2
1951,KS Bharat,Sunrisers Hyderabad,12,10,1.0,1
1952,KS Sharma,Chennai Super Kings,9,16,0.0,1
1953,KS Sharma,Gujarat Titans,4,4,1.0,1
1954,KS Sharma,Kolkata Knight Riders,3,5,0.0,1
1955,KS Williamson,Chennai Super Kings,417,320,1.0,10
1956,KS Williamson,Delhi Capitals,242,214,1.0,6
1957,KS Williamson,Delhi Daredevils,255,185,1.0,3
1958,KS Williamson,Gujarat Lions,6,9,0.0,1
1959,KS Williamson,Gujarat Titans,62,55,1.0,2
1960,KS Williamson,Kings XI Punjab,142,88,1.0,3
1961,KS Williamson,Kolkata Knight Riders,249,210,1.0,9
1962,KS Williamson,Lucknow Super Giants,17,21,0.0,2
1963,KS Williamson,Mumbai Indians,51,50,1.0,5
1964,KS Williamson,Punjab Kings,46,57,0.0,3
1965,KS Williamson,Rajasthan Royals,221,188,1.0,5
1966,KS Williamson,Rising Pune Supergiant,25,16,1.0,2
1967,KS Williamson,Rising Pune Supergiants,32,39,0.0,1
1968,KS Williamson,Royal Challengers Bangalore,367,282,1.0,6
1969,Kuldeep Yadav,Chennai Super Kings,5,21,0.0,3
1970,Kuldeep Yadav,Delhi Capitals,12,7,1.0,0
1971,Kuldeep Yadav,Delhi Daredevils,7,7,1.0,0
1972,Kuldeep Yadav,Gujarat Titans,19,17,1.0,0
1973,Kuldeep Yadav,Kolkata Knight Riders,35,28,1.0,0
1974,Kuldeep Yadav,Lucknow Super Giants,27,25,1.0,1
1975,Kuldeep Yadav,Mumbai Indians,24,35,0.0,4
1976,Kuldeep Yadav,Punjab Kings,13,21,0.0,0
1977,Kuldeep Yadav,Rajasthan Royals,8,12,0.0,0
1978,Kuldeep Yadav,Royal Challengers Bangalore,33,40,0.0,1
1979,Kuldeep Yadav,Royal Challengers Bengaluru,6,11,0.0,1
1980,Kuldeep Yadav,Sunrisers Hyderabad,4,7,0.0,1
